id,author,text,likeCount,publishedAt
"UgxfhuUhX0DG-wxsq494AaABAg","@DenizY-062","This won't work where are full of dumb people",0,"2026-05-05T15:31:30Z"
"UgyXsAxIc3awUlJk4954AaABAg","@theworkology","Nice explain ❤",0,"2026-05-05T14:53:06Z"
"UgwahWI0H9-8VcIVD3J4AaABAg","@EscúfoDelSombrerón","Another one is to play completely dumb and to say with all the innocence you could muster, ""What exactly did you mean by that?"" If they get suddenly shy and try to deflect, insist, ""I genuinely do not understand what you mean, can you please explain?"" Unless they are out to very pointedly and demonstratively take you down in public (which is highly unlikely in most corporate office settings), this should be enough to drive your point home and establish dominance in the situation.",1,"2026-05-05T01:26:54Z"
"UgwddjlWEXLZB1ymSrJ4AaABAg","@docent.schiavone.alessio","what about a sarcastic applause and say: you are a funny guy !",2,"2026-05-04T21:19:09Z"
"UgzHQWVH1Laz3PlL2jB4AaABAg","@Infinity-Lord-Manu","Tf is baby boss doin' 😭",3,"2026-05-04T21:07:58Z"
"Ugz9mve8pedpHDRQz7x4AaABAg","@PsycheAcademy333","I don’t reveal what I know.",0,"2026-05-04T12:28:46Z"
"UgxbfQIdbC_X1xjEwt14AaABAg","@phyju","It takes 2 to tango",1,"2026-05-04T11:45:27Z"
"UgwIYJNL_vyrfHOPaKl4AaABAg","@xaloin","work on your mind, body and bankaccount and nobody is going to mess with you and you don’t need to waste time watching videos like these",0,"2026-05-04T08:59:06Z"
"UgzMPlOpQ6z9o6uzQq54AaABAg","@Mantaray911","""A man who has his tongue, greed and lust under control has solved 99% of life's problems.""",26,"2026-05-04T06:36:13Z"
"Ugw4LexrnVABDBDCFNV4AaABAg","@nepolitik22","0:09 that joke was damn good. Good old classic.",2,"2026-05-04T03:54:17Z"
"UgwpsMT5CddOGjAi1Nd4AaABAg","@1xm_mx1","The best mastery for men is emotional mastery.  Emotions are men's worst enemies.",0,"2026-05-03T22:00:30Z"
"UgwiRE9lp7XIF-1wgGJ4AaABAg","@pbbbht","“ Insulting others to improve your own social standing stop working after high school.”",1,"2026-05-03T15:31:54Z"
"UgyWkgKTRIjuGlfpYcR4AaABAg","@8-bite393","Opponents have to fear consequences. In my MMA-Gym there is no one that even want to try to insult me…   The last one got knocked out 2 times in a row during sparring.   Don’t step into the lions-cage of you are a no Lion…",0,"2026-05-03T09:12:22Z"
"UgxBpodwcafNxtuZFuB4AaABAg","@ornji","cool AIslop video",2,"2026-05-03T02:18:10Z"
"UgzLacWWmlabFBVtWHN4AaABAg","@rodak_","In Poland in situations like this you ask: ""You were saying something or was that a fly farting?"" diminishing the asshole even further",21,"2026-05-02T23:09:11Z"
"Ugwg--9l_rAqNovnxXx4AaABAg","@nilzor","No, you should take it as a joke and keep it going with even more self-irony. He says your gay, you say so what? Etc",1,"2026-05-02T21:40:26Z"
"UgyBv3DeLjwDWxYxWBd4AaABAg","@poèticien","Isn't AI just the cat's ass?",1,"2026-05-02T18:23:48Z"
"Ugw9s1dkSr1J9N13v214AaABAg","@bscroll","The last one really works. I'm typically socially awkward, and got mocked many times before. There were times when I was too overwhelmed and tired of giving a fuck about any insult, and I used this technique, and it always worked.",0,"2026-05-02T18:05:18Z"
"UgxDOVM89RkkfPzNRsx4AaABAg","@TheBoyka","Weak tips. Too weak for my crazy friend. If he insult you and you ask to repeat he will go something like ""oooh not enaugh you're stupid? You are deaf too?"" and will laugh at you . And maaan. He is like 110kg, bjj black belt and inteligent. Killer combo.",2,"2026-05-02T16:24:14Z"
"UgyaQOLY5VilA2GZTW54AaABAg","@ZEUState","This video is for gay people to defend themself.",0,"2026-05-02T16:20:38Z"
"UgxJKnX-je9sFep1zD14AaABAg","@1sainteve1","If the general group dynamic is to sometimes take shots at each other, it's best to show that you can take it and dish it out. This is the most likely scenario. If you try to pull a power play, you'll always be an outsider. Totally different if it's all directly only at you. Maybe they're just a-holes, or maybe you're the a-hole.",0,"2026-05-02T16:00:19Z"
"Ugy096D8svTfSs1SnA14AaABAg","@DanneyTanner","When I was in grade school in 1976 I had made a snow man. 2 hi school kids walked by and pushed frosty  over. They began walking away. I then swore at them.Trying to piss them off to stop. I was standing 20 ft away at the time. 1 hi schooler made a snow ball.He then threw it at me hitting my directly in the left cheek.I stool still. I said taste good. After a couple mumbles of the bullies The 2 hi school kids then turned and walked away never to he seen agian.",1,"2026-05-02T14:40:46Z"
"UgyImKVafVeIjtwK3rp4AaABAg","@roberthale8407","There is a 4th way. Don't react at all. Don't say a word. Just stare. Let someone else break the silence. That will put everyone else on edge as well because no reaction makes you appear unpredictable.",25,"2026-05-02T13:35:10Z"
"UgxSQz4LWMsxBScVVqt4AaABAg","@Uncle_Hubert","This is cringe, just be funnier than the other guy.",0,"2026-05-02T13:26:22Z"
"UgzlXxo5IOjT9cT9QF94AaABAg","@chillfrequency2374","How does laughing along at a joke make you a pushover, you are adimitting what he saying is right also laughing at yourself. Ever wondered why some guys never face disrespect, jokes or insults at any case. It is because they analye dont show much and make you tell more",0,"2026-05-02T11:45:39Z"
"Ugx6nFnS636SV3fnIiJ4AaABAg","@alexs36zero","The jerk store called, they’re running out of you",2,"2026-05-02T11:11:59Z"
"UgyqBaVl9UG6uSYEiHF4AaABAg","@MindPsychologyMap","Respect is everything, control your emotion and work on your personality",2,"2026-05-02T06:53:32Z"
"UgwQSMezKV0Rc2mKywN4AaABAg","@connorcaba2492","“What was that?” Works so well. Most will never repeat it and it’s been shut down .",1,"2026-05-02T02:26:39Z"
"UgwB8SWg50t-IW9_3_B4AaABAg","@minnie383","To ""What did you say?"" they will just say ""You've heard me."" And as everybody knows you did, you will  just look stupid.",3,"2026-05-01T19:13:12Z"
"UgwAqZM-IDFwQoQetm94AaABAg","@rodent569","The BEST reply is, say ""are you OK""?  Look at him inquisitively with slightly friendliness.  It shows you're unaffected.  He'll always say ""yeah"".  Then, like the video says, talk about something else.  He'll look like a complete fool to the room.",1,"2026-05-01T18:50:08Z"
"UgxGWTmDrkAg15JT1h54AaABAg","@giladodol-ix7fo","AHHHH TYPICAL WEETERN, HERE'S IS ANOTHER VERSION:  WEST LOGIC 101: THE PREVENTIVE PUNCHLINE BULE AFTER 9/11 ATTACK... IRAQ: ""WE HAD NOTHING TO DO WITH 9/11! WE DON'T EVEN LIKE THE TALIBAN!"" AMERICA: ""WELL, WE SUSPECT YOU HAVE WEAPONS OF MASS DESTRUCTION (WMD) TO FUND THEM! OUR INTEL SAYS YOU'RE THE SOURCE!"" UN (CHIEF INSPECTOR): ""NOPE. WE CHECKED EVERY KITCHEN AND GARAGE. ZERO WMDs. IRAQ IS CLEAN."" WORLD: ""OKAY... SO NO 9/11 LINK, NO WMDs... WHY ARE YOU STILL WAGING WAR?!"" AMERICA: ""LISTEN CLOSELY... IT’S NOT ABOUT REVENGE... IT’S NOT ABOUT THE OIL... IT’S ABOUT: 'WAGING WAR TODAY TO STOP THE WAR OF TOMORROW!'"" WORLD: ""WAIT, WAAAT... WTF... YOU ARE WAGING WAR ON EVERYONE JUST TO STOP A WAR THAT ONLY EXISTS IN YOUR HEAD?!""",0,"2026-05-01T16:43:03Z"
"Ugyn370S1VC6rKgYfCl4AaABAg","@TahaAlZadjali","There is no correct response, I am sorry. They physically don't fear you. That is why they make you the joke not joke with you. And if they fear you they wouldn't joke with you at all even if look like a joke.   Just change your group while trying to be stronger person and have comedic mindset",0,"2026-05-01T13:37:48Z"
"Ugw7_Ls4Jk7WOoS_tfF4AaABAg","@sahety479","❤",0,"2026-05-01T12:48:04Z"
"UgyURoNEX6XCp6cfDnl4AaABAg","@Old-Bald-and-Grumpy","Tactic no 1 - enough if aggressor uses victim question momentum to insult further by calling him deaf.",0,"2026-05-01T09:29:45Z"
"UgxwmyzhAcWfyqnCH3x4AaABAg","@Stoic-Lores","Master your emotions, and master the world",22,"2026-05-01T07:43:33Z"
"Ugw6Usf1mvYJRohshkF4AaABAg","@jconrad7082","In these situations, remember one phrase - 'you seem lovely'. Then ignore and carry on what you were saying. Works every time.",4,"2026-05-01T07:42:08Z"
"UgwcpdSIGDi2w9GKgo14AaABAg","@facuquint","remeber and register every weakness, awkward, funny and unconfortable moments of your friends group and acquaintances in order to use against them. Period.",3,"2026-04-30T18:07:26Z"
"Ugx39rLN68Mc4YfD2xV4AaABAg","@RockCena-j8y","If someone insults you, insult back then in such a way that it looks like suggestions but it should hurt them so much that they should think thrice before insulting you after that. That's my way and it always work, they stop insulting you even stop provoking you. 😊😊",0,"2026-04-30T16:41:48Z"
"Ugy9M3tBeqUike_Clz54AaABAg","@danf4447","no. simply smile and say "" no but if i was you would have just put this company in danger of a multi million dollar lawsuit.. maybe  those kind of mistakes and judgement errors shouldnt be tolerated?? and you have high level employees who value their carreerrs over yours as witnesses...second mistake. and you didnt correct your error- third mistake...yessiree real C suite top level executive material here...""",1,"2026-04-30T14:04:04Z"
"UgzDL7ztbFLfjRPmteR4AaABAg","@FranzMüller-Friedrich","Well, regarding the third point, as an outsider, I’d think that person just can’t come up with a good counterargument and is trying to change the subject.",0,"2026-04-30T13:23:54Z"
"UgwFTOUXUVOxcid-zyx4AaABAg","@JakubTomala","You can also ask your coworker: who is this clown? It says two things - that this person is a clown and does not even worth to know who he is.",0,"2026-04-30T13:00:52Z"
"UgxNocYG-jgMEG23fKZ4AaABAg","@glagolica","Shampoo bottles are beta to me.",1,"2026-04-30T09:47:41Z"
"Ugx9isD6GReP6QGBv2R4AaABAg","@PsychologyUnspoken11","Most people think power is reacting louder, but real control is staying steady when someone tries to embarrass you. The moment you don’t take the bait, the whole “power play” collapses on its own.",9,"2026-04-30T09:19:21Z"
"UgxOopesjLhG3xlIouN4AaABAg","@Pete-i5z","Just say  "" yo mamma""",2,"2026-04-29T19:45:38Z"
"Ugzm0MpH2i8PNYNWqDJ4AaABAg","@Rowbertas","GREAT VIDEO",1,"2026-04-29T18:12:04Z"
"UgwZGuHLioDerWYLrRp4AaABAg","@diogor8968","What if the “guy” it’s my wife?",0,"2026-04-29T12:08:08Z"
"UgyZ7UQeC3IXIogArjl4AaABAg","@truehorrortapes","Not related to the topic, but can videos like these be monetized?",0,"2026-04-29T11:44:29Z"
"UgzMOd7_dDateMbDrV14AaABAg","@thestrumminscoundrel","Yea I often make people repeat themselves, just to make sure I've understood them, and its interesting how sometimes it reveals to me just how unsure they are of what they are saying",2,"2026-04-28T22:41:10Z"
"UgxhgFKcHbPri3_dlsx4AaABAg","@csk-s94","Thank you brother! Someone created a fake facebook profile and uploaded images of a person wearing pink top with full name. It is created 10 years back, but recently it started appearing as top 1 in browser searches.  I'm going through same situation at my workplace. I don't know how to handle. At least I will try what you said.   But the problem something is not a problem for 30 years in my life, suddenly became a biggest problem..   Hope I will win this with calmness.",0,"2026-04-28T18:42:47Z"
"Ugw4Z6jsF7VAVvbxD1V4AaABAg","@shahoriyarahmed","Someone watched your videos and tried to insult me and now he is no longer coming to classes. 😂",1,"2026-04-28T16:43:09Z"
"UgwCvKKqJKb4pmInZO14AaABAg","@soumyajeetmitra6958","Great",1,"2026-04-28T11:51:06Z"
"UgxahoB9xQ5PuYhjrGR4AaABAg","@VoidPsycheOfficial","In few cases, a physical punch is the only way to destroy a group disrespect.. Once in a meeting, someone insulted me.. the rest of the people had the same maturity level with the insulter... After being insulted, I was silent for few second, came to him, and punched his head hard.. I was the only alpha in the room after that..",26,"2026-04-28T05:01:46Z"
"UgxglaFQ42OWFJBaWGZ4AaABAg","@kabooby0","AI Voice slop.",0,"2026-04-28T00:21:50Z"
"UgxfCTwwr1h3taKCtLV4AaABAg","@s2k817","Amazing",1,"2026-04-27T19:16:15Z"
"Ugxozaod4ZgFF3voVIB4AaABAg","@thefruch7588","This is dumb advice. If people are genuinely being assholes to you sure. But if your with friends or people you actually like being around being like this will get you to zero friends quickly",0,"2026-04-27T16:26:33Z"
"UgyFqTai6lQflh7M3_N4AaABAg","@LIMINAE_OFICIAL","Gracias por el contenido, genial enhorabuena",1,"2026-04-27T12:50:36Z"
"Ugy0ZKByHUkdGsjTgyl4AaABAg","@heikkint","'Hush dont tell everyone' with a wink works wonders.",3,"2026-04-27T11:02:15Z"
"Ugz_mvvuXUkAvtvmDbt4AaABAg","@Ow3nSky","How deeply insecure the creator of this video must be to be looking for ways out of this situation. How painful it must be that you're making a stupid video about this and thinking that by teaching others about your weaknesses, hidden beneath pathetic attempts to cover them up, you're imparting positive values? This video is a complete and utterly sad account of a troubled little man explaining how to appear more serious despite his insecurities, yet still straining to look good in front of a group, which clearly demonstrates his low self-esteem.  Guys, don't act like the clown in the video.",1,"2026-04-27T02:51:51Z"
"UgyhD_de1GeHHMnwHgh4AaABAg","@LBehold","You can also say calmly “nice comment” as it puts the focus back on the insulter.  It’s also short.  Rolling your eyes in a bored way is also effective.  You dont have to make eye contact in either of these responses since their comment doesnt deserve recognition of any kind.",15,"2026-04-26T22:32:09Z"
"Ugz-kEUtpkZKMwGMTnJ4AaABAg","@PracticingHuman-s3g","Despite the AI voice, these tips are actually good tips.",17,"2026-04-26T19:10:14Z"
"UgxLDQKyrvBGPyg9I3R4AaABAg","@berempamuk123","We should make fist fight a legal way of settling things down",0,"2026-04-26T18:10:32Z"
"UgwfOXutkIHcLrNY56l4AaABAg","@JacobStohlman","In the most cases the person, who insults, is usually one of the team members and somehow the team accepts or likes this particular his behavior towards you.  The best option is not to work in the companies where such behavior towards you is accepted by the management. You are not a slave!",90,"2026-04-26T15:51:49Z"
"Ugw5KIDXSAeA3XVc-oZ4AaABAg","@fahadbhuiyan8196","Here is a script to follow. Stare at the person's eyes (male/female) and pause then say I didn't hear anything, can you say that again? and now tension is clear but if it persists even after the question then don't say anything and that ought to make em feel like a clown.",15,"2026-04-26T10:34:24Z"
"UgyavP7yXvM8iz2HTd94AaABAg","@NeLeeSawn","Fart in their face.",0,"2026-04-25T20:09:53Z"
"UgyCQTAvVVJWdR87Oqh4AaABAg","@glenwhiteheart458","These self help videos never work",5,"2026-04-25T12:22:53Z"
"UgymJ6p9eQOWCU7shqh4AaABAg","@timeintelligence1880","This is perfect.",4,"2026-04-24T17:57:17Z"
"Ugx9R2aUG2O08Rk2Ilx4AaABAg","@BarryJonnes","Just give him that PHYSCOPATHS  STARE say nothing just stare do not blink  nothing but but nothing will unsettle  him and if that does not work then its war so bring him a war because unless you pull him up others will see you are weak and have no self respect and a signal for otheres to test you . So stamp disrespect out immediately",0,"2026-04-23T16:08:29Z"
"Ugwgi_y3IW2QlZa0k3F4AaABAg","@douggodsoe","Oh, yeah, do all that. Pat yourself on the back for flaming that asshole. At the end of the day, he still works with you. You still have to produce results together. The real trick is to own the company. That’ll teach him.",1,"2026-04-23T06:34:16Z"
"UgxOaz-AoqFq6MbW_Gl4AaABAg","@bryantgeorgen986","I'm a salesperson and I was following up with a prospect. The person that set up his previous system was there because he felt threatened that I might take the business away from him. I did not know he was going to be there.  when I approached my prospect the man was there with him. Not knowing who he was I started talking to him and he injected an interrupting insult at me. He was trying to intimidate me. I looked at him straight in the eye, paused for a few seconds, and said, ""why don't you go outside and let the adults talk."" His face turned be red! He started walking towards the door and beckoned me to come out with him. I told him, ""just go play in the parking lot and I'll be out in a minute."" The prospect was unimpressed with the man's behavior. When I finally left the establishment, he was nowhere to be found LOL  I'm sure you don't teach that response LOL",44,"2026-04-22T17:22:11Z"
"UgzuVrSjPJBkINno-Yt4AaABAg","@alexanderhampp6467","In my opinion, what works best is what I once did with a coworker. He insulted me. I just stared at him and said, ‘If you’ve already resorted to insults, you’ve obviously run out of ideas. I’d rather work with competent colleagues.’ He was never that cheeky again.",269,"2026-04-22T11:58:47Z"
"UgxmOD_gsr3YHNJLeJ14AaABAg","@rekax-clumpab","BOSS BABY",4,"2026-04-22T08:18:20Z"
"UgzYWbcGto73SMraLvp4AaABAg","@mikerowave1986","These won’t work when others in the room are on the same level of maturity as the one who insults. Otherwise, they can make sense in certain groups",199,"2026-04-22T06:35:59Z"
"Ugydk0tbZWAGNdyHuW54AaABAg","@sir_grins_a_lot","These are fine but really I feel this let's people get away with way more than they should",0,"2026-04-20T08:46:30Z"
